e_annee_naissance,e_p_5ans,indice_conf_age,e_top_age_ok,e_age,e_sexe,c_insee,c_iris,c_qualite_iris,civilite,codgeo,complement_adrs,complement_nom,cp,e_age_geo,e_age_prenom,id,pays,prenom,sexe,ville
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,30000,,60.5,910,France,Michelle,NA,Nîmes
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,911,France,Auguste,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,66000,,60.5,912,France,Agnès,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,M.,,"30, boulevard de Louis",,31000,,60.5,913,France,Jérôme,NA,Toulouse
1980,0.9,Confiance,2,44.43283582089552,M,,,,M.,,,,38000,,44.43283582089552,914,France,Matthieu,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SARL,66000,,60.5,915,France,Adélaïde,NA,Perpignan
1962,0.9,Confiance,2,62.11224489795919,M,,,,Mme,,,,66000,,62.11224489795919,916,France,Andrée,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,6000,,60.5,917,France,David,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,76600,,60.5,918,France,Pierre,NA,Le Havre
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"88, rue Lévy",,51100,,60.5,919,France,Mathilde,NA,Reims
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,69001,,60.5,920,France,Guy,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,59000,,60.5,921,France,Jérôme,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,83000,,60.5,922,France,Thomas,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,67000,,60.5,923,France,Monique,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,M.,,"479, chemin de Thomas",,38000,,60.5,924,France,André,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,21000,,60.5,925,France,Christine,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,25000,,60.5,926,France,Richard,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"20, rue Maillard",,63000,,60.5,927,France,Marine,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,87000,,60.5,928,France,Marc,NA,Limoges
1962,0.9,Confiance,2,61.5,M,,,,Mme,,,,80000,,61.5,929,France,Susanne,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"277, boulevard de Monnier",,37000,,60.5,930,France,Monique,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13100,,60.5,931,France,Agathe,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,83000,,60.5,932,France,Françoise,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,51100,,60.5,933,France,Frédérique,NA,Reims
1963,0.9,Confiance,2,60.86,M,,,,Mme,,,,29200,,60.86,934,France,Anastasie,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13100,,60.5,935,France,Adrienne,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,M.,,"32, rue Brigitte Guilbert",,31000,,60.5,936,France,Gilles,NA,Toulouse
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,51100,,60.5,937,France,Rémy,NA,Reims
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,76600,,60.5,938,France,Benjamin,NA,Le Havre
1974,0.9,Confiance,2,49.76923076923077,M,,,,M.,,,,42000,,49.76923076923077,939,France,Thibault,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,M.,,"302, rue Augustin Bertin",,72000,,60.5,940,France,Adrien,NA,Le Mans
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"406, rue de Vaillant",,87000,,60.5,941,France,Clémence,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,34000,,60.5,942,France,Auguste,NA,Montpellier
1964,0.9,Confiance,2,60.5,M,,,,M.,,"9, boulevard De Sousa",,37000,,60.5,943,France,Roger,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"63, boulevard de Dubois",SA,33000,,60.5,944,France,Isabelle,NA,Bordeaux
1975,0.9,Confiance,2,48.7,M,,,,Mme,,,,59000,,48.7,945,France,Maggie,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,69001,,60.5,946,France,Augustin,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"35, avenue Bonneau",,67000,,60.5,947,France,Sylvie,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,42000,,60.5,948,France,Alfred,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,M.,,"389, boulevard de Vidal",SARL,25000,,60.5,949,France,Daniel,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,29200,,60.5,950,France,André,NA,Brest
1966,0.9,Confiance,2,57.927083333333336,M,,,,M.,,"45, chemin Sabine Loiseau",,69100,,57.927083333333336,951,France,Tristan,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,35000,,60.5,952,France,Antoinette,NA,Rennes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"42, boulevard Duval",,29200,,60.5,953,France,Caroline,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,42000,,60.5,954,France,Alix,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,955,France,Hélène,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,rue de Gros,,75001,,60.5,956,France,Vincent,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,29200,,60.5,957,France,David,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,21000,,60.5,958,France,Michelle,NA,Dijon
1976,0.9,Confiance,2,48.21333333333333,M,,,,M.,,"75, rue Roux",,44000,,48.21333333333333,959,France,Thibaut,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,49000,,60.5,960,France,Adrienne,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.R.L.,38000,,60.5,961,France,Joseph,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,63000,,60.5,962,France,Mathilde,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,67000,,60.5,963,France,Jacques,NA,Strasbourg
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,25000,,60.5,964,France,Michèle,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"16, avenue Richard Martineau",,6000,,60.5,965,France,Gérard,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13100,,60.5,966,France,René,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,SARL,69001,,60.5,967,France,Émilie,NA,Lyon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,boulevard Baudry,,83000,,60.5,968,France,Joséphine,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,et Fils,63000,,60.5,969,France,Geneviève,NA,Clermont-Ferrand
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,37000,,60.5,970,France,Stéphanie,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,38000,,60.5,971,France,Sébastien,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,75001,,60.5,972,France,Agathe,NA,Paris
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,42000,,60.5,973,France,Françoise,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,S.A.,42000,,60.5,974,France,Nathalie,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,M.,,"42, rue Bernadette Da Costa",,49000,,60.5,975,France,Roland,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,49000,,60.5,976,France,Martin,NA,Angers
1974,0.9,Confiance,2,49.76923076923077,M,,,,M.,,,,75001,,49.76923076923077,977,France,Thibault,NA,Paris
1964,0.9,Confiance,2,59.97894736842105,M,,,,Mme,,"138, rue Véronique Perrin",,87000,,59.97894736842105,978,France,Lucy,NA,Limoges
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,29200,,60.5,979,France,Claire,NA,Brest
1962,0.9,Confiance,2,61.5,M,,,,Mme,,boulevard de Fontaine,SARL,80000,,61.5,980,France,Susanne,NA,Amiens
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,38000,,60.5,981,France,Isabelle,NA,Grenoble
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,42000,,60.5,982,France,Jeanne,NA,Saint-Étienne
1965,0.9,Confiance,2,58.689655172413794,M,,,,M.,,"1, boulevard Letellier",SA,33000,,58.689655172413794,983,France,Zacharie,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,33000,,60.5,984,France,Sébastien,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,69100,,60.5,985,France,Hélène,NA,Villeurbanne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,13001,,60.5,986,France,Inès,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,"181, boulevard Durand",,59000,,60.5,987,France,Auguste,NA,Lille
1964,0.9,Confiance,2,60.5,M,,,,M.,,"6, chemin Gilles Guérin",,59000,,60.5,988,France,Frédéric,NA,Lille
1966,0.9,Confiance,2,57.927083333333336,M,,,,M.,,,,51100,,57.927083333333336,989,France,Tristan,NA,Reims
1964,0.9,Confiance,2,60.5,M,,,,M.,,"573, rue Blondel",,66000,,60.5,990,France,Roland,NA,Perpignan
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,83000,,60.5,991,France,Robert,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,"6, rue Fournier",SARL,13100,,60.5,992,France,Gilles,NA,Aix-en-Provence
1979,0.9,Confiance,2,45.01449275362319,M,,,,Mme,,"93, boulevard Weber",S.A.R.L.,34000,,45.01449275362319,993,France,Audrey,NA,Montpellier
1962,0.9,Confiance,2,62.11224489795919,M,,,,Mme,,rue Leblanc,,83000,,62.11224489795919,994,France,Andrée,NA,Toulon
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,49000,,60.5,995,France,Julien,NA,Angers
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,44000,,60.5,996,France,Sébastien,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"81, rue Becker",,33000,,60.5,997,France,Suzanne,NA,Bordeaux
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"331, chemin de Noël",,13001,,60.5,998,France,Pauline,NA,Marseille
1964,0.9,Confiance,2,60.5,M,,,,M.,,,S.A.S.,29200,,60.5,999,France,Philippe,NA,Brest
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,13100,,60.5,1000,France,Hugues,NA,Aix-en-Provence
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,44000,,60.5,1001,France,Théodore,NA,Nantes
1964,0.9,Confiance,2,60.5,M,,,,M.,,"561, boulevard de Godard",,25000,,60.5,1002,France,Guillaume,NA,Besançon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,42000,,60.5,1003,France,Dominique,NA,Saint-Étienne
1964,0.9,Confiance,2,60.5,M,,,,Mme,,,,6000,,60.5,1004,France,Frédérique,NA,Nice
1964,0.9,Confiance,2,60.5,M,,,,M.,,,,37000,,60.5,1005,France,Guillaume,NA,Tours
1964,0.9,Confiance,2,60.5,M,,,,M.,,,SA,21000,,60.5,1006,France,Guillaume,NA,Dijon
1964,0.9,Confiance,2,60.5,M,,,,Mme,,"33, rue Nicolas Blondel",,51100,,60.5,1007,France,Camille,NA,Reims
