civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
M.,Thibault,Delmas,,59000,Lille,29dd705a-2f20-4819-a4dc-b3e88a79ae1a,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Thomas,Léger,,6000,Nice,a4c384a2-8c82-4356-8f49-f4c2e46b2bb2,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Denise,Weiss,,63000,Clermont-Ferrand,7f3eef9e-0f8b-41c5-aeb5-d1208e6fe9db,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Paul,Bonnin,,34000,Montpellier,6c6d0ebb-126b-4ced-b78b-2eb733f03158,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
M.,Roland,Bertin,,69001,Lyon,510fb389-af0d-4ac1-809b-5a7d2d1cfe60,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Pierre,Thierry,,42000,Saint-Étienne,6308ef81-1c24-408c-92aa-eef6a93f0dd9,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Aurore,Jacquot,,34000,Montpellier,bc63d567-8657-4cfc-895f-3f257e050988,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Claude,Pichon,,44000,Nantes,2253cc0d-af29-4c86-8bd6-fdd92a316479,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Gérard,Pineau,,51100,Reims,6651ba95-92a5-4c2d-9b16-2ff388c4fde4,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Gérard,Pineau,,51100,Reims,6651ba95-92a5-4c2d-9b16-2ff388c4fde4,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Sylvie,Arnaud,,42000,Saint-Étienne,1f11620b-155a-4714-9a0a-d49928d8b0fe,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Brigitte,Verdier,,66000,Perpignan,18533e18-6608-4ddc-82fe-699783d9765f,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Arnaude,Lefort,,21000,Dijon,f6c8f9bb-5c45-42e0-9db2-dd744b4ee56f,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Zoé,Verdier,,57000,Metz,32bb4008-ca01-47e5-ab84-db347352cdae,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Roger,Pelletier,,72000,Le Mans,35da6362-9e83-4b8e-b20c-bc24a577eb60,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Amélie,Charles,,74000,Annecy,bac3d272-76ee-443c-803f-e0832597ce32,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Olivier,Guichard,,13100,Aix-en-Provence,0fe2ef3b-b389-4e0d-b038-94dc8d7a9e1f,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Olivier,Guichard,,13100,Aix-en-Provence,0fe2ef3b-b389-4e0d-b038-94dc8d7a9e1f,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Sébastien,Ollivier,,31000,Toulouse,8de3f918-08d1-4e8d-81d9-1e20d4d29d04,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Véronique,Colin,,31000,Toulouse,614e1adc-2dda-4df9-8492-0cd3ec16556f,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Pauline,Couturier,,80000,Amiens,c408062a-9289-4b6b-8f1b-73bf6cf457eb,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Élise,Delahaye,,87000,Limoges,f1bdc07c-68e0-494a-b9a6-7e5611b8ee29,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Émilie,Rivière,,6000,Nice,95bc91a5-aae3-47dc-8e46-e016801b6f9f,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Guillaume,Guibert,,33000,Bordeaux,d40187bf-85a1-4d31-8fad-6dc370a11b8c,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Édith,Poulain,,87000,Limoges,f54e0bf2-cbb9-45ab-ba3e-c998a64d6fa0,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Madeleine,Dias,,83000,Toulon,e080c5fb-de8c-4644-afd4-bae7e8ee44c0,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Alix,De Sousa,,66000,Perpignan,ae954cc4-af29-45a4-8de4-332f4d3f318e,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Thierry,Rodrigues,,30000,Nîmes,b9341721-a398-41f6-b013-6221520a208b,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Émile,Baudry,,76600,Le Havre,b1dae203-5cbf-43cb-8ca5-5ca56b51f21c,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Antoine,Gillet,,69100,Villeurbanne,42cb66f0-4795-437f-8dc0-669755065754,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Zacharie,Bourdon,,29200,Brest,acdf03b3-e241-464a-988e-df6cf8a42330,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Lucy,Guillot,,76600,Le Havre,81e215d0-1fff-44ad-8ecf-049db4193f85,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Augustin,Becker,,69100,Villeurbanne,a7825017-d9da-43c8-b603-56f8d4899229,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Constance,Bernard,,21000,Dijon,452e1f38-c220-4e98-8779-afc17a006603,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Henriette,Guilbert,,33000,Bordeaux,b1371f63-8c1b-4624-8b07-1ea974582870,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Constance,Pineau,,13001,Marseille,ab03a2db-a683-4f8e-8f02-138c6daa9dc8,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Inès,Bernard,,59000,Lille,f9415a4b-52a8-4495-ae36-4396f6ce0f08,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Auguste,Morin,,13001,Marseille,485d8518-5c2b-40ca-be7a-a53c533b726a,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Bertrand,Barbier,,83000,Toulon,d2fba303-c943-4edc-a9a1-f1028fac91ce,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Adèle,Carlier,,21000,Dijon,c2ece1b2-e75c-4503-a2ff-713ff54fe897,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Lorraine,Loiseau,,37000,Tours,5dc8e4b8-0952-45bb-b7c4-c797067e7b0a,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Nathalie,Aubert,,13100,Aix-en-Provence,52f2453d-76c4-4773-9ab4-dd062b269a75,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Nathalie,Aubert,,13100,Aix-en-Provence,52f2453d-76c4-4773-9ab4-dd062b269a75,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Noël,Andre,,72000,Le Mans,97ee75bf-dd3b-4faf-9abd-4c78f0a08f37,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Virginie,Guillet,,59000,Lille,52d15d5f-9208-4068-bf7d-54ea02004632,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Robert,Leclercq,,30000,Nîmes,af325789-12af-4213-9e72-6464cbcc70ed,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Guillaume,Thibault,,69100,Villeurbanne,1242663d-6684-4838-b2ae-656f72515bb6,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Lucie,Guyon,,83000,Toulon,ba5742e1-9786-494a-81bb-e9036e2ae436,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
M.,Aimé,Reynaud,,69100,Villeurbanne,90d8f852-624c-4b8d-a3fe-9acb0c9f3037,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Benoît,Gautier,,42000,Saint-Étienne,b910f54b-c0bc-4134-b869-de915e56397d,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Manon,Bègue,,30000,Nîmes,7d0a4f4a-0e0a-4e4b-bdb0-ac5f7daf0a78,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Lucas,Leleu,,13001,Marseille,d3e81a06-1e9d-46c9-9401-258377863d02,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Alexandria,Benoit,,74000,Annecy,86185954-44b5-41dd-948c-891953420b9e,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Jean,Delmas,,33000,Bordeaux,f176f9b1-f8e3-4dff-939c-f9843f2075ca,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Geneviève,Hardy,,87000,Limoges,a7d5d7d5-8bcf-4a96-815e-f92f35d2be7a,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,William,Merle,,69100,Villeurbanne,99348b1e-4a9b-4a39-89d0-2f9d433d6403,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Noël,Dijoux,,80000,Amiens,22c7ec1c-66fc-4220-93fc-986fd1645ee1,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
M.,William,Devaux,,69100,Villeurbanne,865006a4-1bbd-4701-a3be-125d6355129a,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Dominique,Bouvier,,38000,Grenoble,e327fc87-c45a-4952-8e59-9f71f4eddbfd,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Patrick,Labbé,,51100,Reims,d8ca84ca-3e39-4eaa-a5fb-e859619002f8,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Patrick,Labbé,,51100,Reims,d8ca84ca-3e39-4eaa-a5fb-e859619002f8,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Emmanuel,Munoz,,44000,Nantes,7c3a76bf-f614-4582-9d9d-f8dfe3fe810e,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
Mme,Mathilde,Perez,,51100,Reims,c13ba51f-6839-4e96-bdb5-e11a730f91fc,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Mathilde,Perez,,51100,Reims,c13ba51f-6839-4e96-bdb5-e11a730f91fc,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Suzanne,Briand,,66000,Perpignan,56b00144-0c4c-4f2a-9506-a232b3467101,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,René,Chevallier,,49000,Angers,f78c0a7e-758a-4ad3-a8a0-fea9279b9c9d,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
Mme,Alix,Ribeiro,,38000,Grenoble,a75c0f0c-07ab-4525-9d09-1c401015ea7c,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Margaud,Gautier,,42000,Saint-Étienne,5391b8b4-e1b4-4035-8884-a7b1294e00a0,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Martin,Garcia,,72000,Le Mans,9524a7dd-c959-4548-bbb5-719fdeb18d7c,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Agathe,Bigot,,25000,Besançon,f0117536-c09b-4bb9-96b6-16722b5de32f,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Marine,Samson,,29200,Brest,16816dde-2f30-4c76-a823-1f08a8de315e,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Gilles,Auger,,6000,Nice,a62fa16b-0a75-4f0c-aec8-24865f6b22c8,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Nicolas,Rolland,,44000,Nantes,4775f596-14dc-4cbd-be57-5528a9feaaf0,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Édouard,Chartier,,35000,Rennes,1b0f64ac-9647-4325-9305-e97c44af12af,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Zacharie,Millet,,72000,Le Mans,2dee53f3-afb3-47e8-9fd9-61913140c6b6,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Amélie,Rivière,,69001,Lyon,aefaa842-87ec-456b-bf2e-8a97324a9e76,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Sylvie,Lejeune,,69100,Villeurbanne,2125a01b-1da9-4d30-8df8-69eb343eef76,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Jacques,Duhamel,,63000,Clermont-Ferrand,ed034e78-b2ee-45f6-a117-495b1c260e2f,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
